,objectID,room,locationType,locationID,locationLetter,artist,info
453,2002.28.1,Nasher Painting Storage Room,Screen,29.0,B,"Komar and Melamid
Vitaly Komar, born in Moscow, Russia, 1943
Alexander Melamid, born in Moscow, Russia, 1945","Soviet Constitution, Freedom of Speech Chapter, ideological abstraction, 1974"
454,2002.33.1,Nasher Painting Storage Room,Screen,58.0,A,Antonio Balestra,"Samson and the Philistines, Late 17th century–early 18th century"
455,2003.2.6,Nasher Painting Storage Room,Screen,54.0,A,Flemish School,"Interior Genre Scene, 18th century (?)"
456,2003.3.1,Nasher Painting Storage Room,Screen,26.0,B,Piero Dorazio,"Horizontal 1, 1979"
457,2003.4.3,Nasher Painting Storage Room,,,,Randall Schmit,"Picnic, 1984"
458,2003.5.1,Nasher Painting Storage Room,,,,"Giovanni Battista Gaulli, called Il Baciccio","Tobias and the Angel, n.d."
459,2003.6.1,Nasher Painting Storage Room,Screen,19.0,A,"Edith London, American (born Germany), 1904 - 1997",Nocturnal Rhythm
460,2003.7.1,Nasher Painting Storage Room,Screen,39.0,B,Don Eddy,"The Park Bench, c. 1970"
461,2004.1.9,Nasher Painting Storage Room,Screen,56.0,A,Jean Cocteau,"The Unicorn (La Licorne), 1947"
462,2004.1.18,Nasher Painting Storage Room,Screen,54.0,B,Howard Hussey,"Tobias and the Angel, 1989"
463,2004.1.19,Nasher Painting Storage Room,Screen,61.0,A,Jean M. Gouttin,"Nature Morte, 1961"
464,2004.2.1,Nasher Painting Storage Room,Screen,59.0,A,Zoya Frolova,"Steps, 1996"
465,2004.3.1,Nasher Painting Storage Room,,,,Rafael Ferrer,"Untitled Three-Sided Kiosk, 1981"
466,2005.2.2,Nasher Painting Storage Room,Screen,11.0,A,"School of George Romney, English, 1734 - 1802","Portrait of a Gentleman, 18th Century"
467,2005.3.1.P,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
468,2005.3.1.Q.1,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
469,2005.3.1.Q.2,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
470,2005.3.1.Q.3,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
471,2005.3.1.Q.4,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
472,2005.3.1.Q.5,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
473,2005.3.1.Q.6,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
474,2005.3.1.Q.7,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
475,2005.3.1.Q.8,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
476,2005.3.1.Q.9,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
477,2005.3.1.Q.10,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
478,2005.3.1.Q.11,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
479,2005.3.1.Q.12,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
480,2005.3.1.Q.13,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
481,2005.3.1.Q.14,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
482,2005.3.1.Q.15,Nasher Painting Storage Room,Screen,50.0,B,Christian Boltanski,"Monument Canada, 1988"
483,2005.4.1.A.1,Nasher Painting Storage Room,Wall Screen,30.0,,Sam Durant,"...For People Who Refuse to Knuckle Down, 2004"
484,2005.4.1.A,Nasher Painting Storage Room,Wall Screen,32.0,,Sam Durant,"...For People Who Refuse to Knuckle Down, 2004"
485,2005.4.1.B,Nasher Painting Storage Room,Wall Screen,30.0,,Sam Durant,"...For People Who Refuse to Knuckle Down, 2004"
486,2005.4.1.C,Nasher Painting Storage Room,Wall Screen,30.0,,Sam Durant,"...For People Who Refuse to Knuckle Down, 2004"
487,2005.4.1.D,Nasher Painting Storage Room,Wall Screen,30.0,,Sam Durant,"...For People Who Refuse to Knuckle Down, 2004"
488,2006.3.1,Nasher Painting Storage Room,Screen,19.0,A,Claire Wagner Kosterlitz,"Airplanes Over the Road Ahead VII, 20th century"
489,2006.4.1.A,Nasher Painting Storage Room,Wall Screen,11.0,,Olafur Eliasson,"The uncertain museum, 2004"
490,2006.4.1.E,Nasher Painting Storage Room,Wall Screen,30.0,,Olafur Eliasson,"The uncertain museum, 2004"
491,2006.4.1.F,Nasher Painting Storage Room,Wall Screen,30.0,,Olafur Eliasson,"The uncertain museum, 2004"
492,2006.4.1.G,Nasher Painting Storage Room,Wall Screen,30.0,,Olafur Eliasson,"The uncertain museum, 2004"
493,2006.4.1.H,Nasher Painting Storage Room,Wall Screen,30.0,,Olafur Eliasson,"The uncertain museum, 2004"
494,2006.4.1.I,Nasher Painting Storage Room,Wall Screen,30.0,,Olafur Eliasson,"The uncertain museum, 2004"
495,2006.4.1.J,Nasher Painting Storage Room,Wall Screen,30.0,,Olafur Eliasson,"The uncertain museum, 2004"
496,2006.4.1.C,Room 013 Carpentry Shop,,,,Olafur Eliasson,"The uncertain museum, 2004"
497,2006.5.1,Nasher Painting Storage Room,Screen,43.0,B,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Mao, 1972"
498,2006.5.2,Nasher Painting Storage Room,Screen,43.0,A,"Andy Warhol
Born in Pittsburgh, Pennsylvania, 1928-1987","Mao, 1972"
499,2006.7.1.1,Nasher Painting Storage Room,Screen,21.0,A,Kara Walker,"Crest of Pine Mountain, Where General Polk Fell from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
500,2006.7.1.2,Nasher Painting Storage Room,Screen,21.0,A,Kara Walker,"Occupation of Alexandria from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
501,2006.7.1.3,Nasher Painting Storage Room,Screen,21.0,A,Kara Walker,"Deadbrook after the Battle of Ezra's Church from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
502,2006.7.1.4,Nasher Painting Storage Room,Screen,4.0,B,Kara Walker,"Banks's Army Leaving Simmsport from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
503,2006.7.1.5,Nasher Painting Storage Room,Screen,21.0,B,Kara Walker,"Foote's Gun-Boats Ascending to Attack Fort Henry from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
504,2006.7.1.6,Nasher Painting Storage Room,Screen,4.0,B,Kara Walker,"An Army Train from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
505,2006.7.1.7,Nasher Painting Storage Room,Screen,21.0,B,Kara Walker,"Lost Mountain at Sunrise from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
506,2006.7.1.8,Nasher Painting Storage Room,Screen,21.0,A,Kara Walker,"Scene of McPherson's Death from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
507,2006.7.1.9,Nasher Painting Storage Room,Screen,21.0,B,Kara Walker,"Confederate Prisoners Being Conducted from Jonesborough to Atlanta from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
508,2006.7.1.10,Nasher Painting Storage Room,Screen,5.0,B,Kara Walker,"Pack-Mules in the Mountains from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
509,2006.7.1.11,Nasher Painting Storage Room,Screen,21.0,B,Kara Walker,"Cotton Hoards in Southern Swamp from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
510,2006.7.1.12,Nasher Painting Storage Room,Screen,21.0,B,Kara Walker,"Exodus of Confederates from Atlanta from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
511,2006.7.1.13,Nasher Painting Storage Room,Screen,5.0,B,Kara Walker,"Signal Station, Summit of Maryland Heights from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
512,2006.7.1.14,Nasher Painting Storage Room,Screen,21.0,A,Kara Walker,"Buzzard's Roost Pass from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
513,2006.7.1.15,Nasher Painting Storage Room,Screen,21.0,B,Kara Walker,"Alabama Loyalists Greeting the Federal Gun-Boats from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005"
514,2006.8.1,Nasher Painting Storage Room,Screen,56.0,A,David Levinthal,"Blackface Series #DL008, 1995"
515,2006.8.2,Nasher Painting Storage Room,Screen,56.0,A,David Levinthal,"Blackface Series #DL007, 1995"
516,2006.11.1,Nasher Painting Storage Room,,,,"Eve Sussman
and the Rufus Corporation","The Wolf in Tempelhof from the film The Rape of the Sabine Women, 2005"
517,2006.11.2,Nasher Painting Storage Room,Screen,49.0,A,"Eve Sussman, with the Rufus Corporation","Annette with Rabbits (photographic still from The Rape of the Sabine Women), 2005"
518,2006.11.3,Nasher Painting Storage Room,Screen,50.0,A,"Eve Sussman, with the Rufus Corporation","Grayson Rises from the film The Rape of the Sabine Women, 2005"
519,2007.2.1.1,Nasher Painting Storage Room,Screen,48.0,A,,"Speak, Memory of Bamboo, 2005"
520,2007.2.1.2,Nasher Painting Storage Room,Screen,48.0,A,,"Speak, Memory of Butterflies, 2005"
521,2007.2.1.3,Nasher Painting Storage Room,Screen,48.0,A,,"Speak, Memory of Dog's Tail Grass, 2005"
522,2007.2.1.4,Nasher Painting Storage Room,Screen,47.0,B,,"Speak, Memory of Five-Needle Pine, 2005"
523,2007.2.1.5,Nasher Painting Storage Room,Screen,48.0,A,,"Speak, Memory of Plum Blossoms, 2005"
524,2007.2.1.6,Nasher Painting Storage Room,Screen,48.0,A,,"Speak, Memory of Pomegranate, 2005"
525,2007.5.1,Nasher Painting Storage Room,Screen,12.0,B,,"Bahsir (Robert Gowens), 1975"
526,2007.7.2,Nasher Painting Storage Room,Screen,56.0,A,Bob Thompson,"Untitled (Aurora leaving Cephalus), 1964"
527,2007.8.1.A,Nasher Painting Storage Room,Screen,63.0,A,Dan Perjovschi,"Scan, 1993"
528,2007.8.1.B,Nasher Painting Storage Room,Screen,63.0,A,Dan Perjovschi,"Scan, 1993"
529,2007.8.1.C,Nasher Painting Storage Room,Screen,63.0,A,Dan Perjovschi,"Scan, 1993"
530,2007.8.1.D,Nasher Painting Storage Room,Wall Screen,26.0,,Dan Perjovschi,"Scan, 1993"
531,2007.8.1.E,Nasher Painting Storage Room,Wall Screen,26.0,,Dan Perjovschi,"Scan, 1993"
532,2007.11.1,Nasher Painting Storage Room,Wall Screen,25.0,,Lia Perjovschi,"Map of Impressions: White, Late 20th century"
533,2008.4.1,Nasher Painting Storage Room,Screen,49.0,B,Dan Perjovschi,"Red Apples, 1988"
534,2008.5.1,Nasher Painting Storage Room,Screen,49.0,B,Lia Perjovschi,"Test of Sleep, 1988"
535,2008.7.1,Nasher Painting Storage Room,Screen,38.0,A,"Barkley L. Hendricks
Born in Philadelphia, Pennsylvania, 1945","View from Behind the School, 2000"
536,2008.10.1,Nasher Painting Storage Room,Screen,47.0,A,Zhang Dali,"Demolition (Ping'an Avenue Beijing), 1999"
537,2008.12.1,Nasher Painting Storage Room,Screen,39.0,A,David C. Driskell,"Woman in Interior, 2008"
538,2008.18.1,Nasher Painting Storage Room,,,,Joseph Raffael,"The Next Step, 1986"
539,2009.1.1.A,Nasher Painting Storage Room,,,,"Dario Robleto
Born in San Antonio, Texas, 1972","Lamb of Man / Atom and Eve / Americana Materia Medica, 2006–2007"
540,2009.1.1.B,Nasher Painting Storage Room,,,,"Dario Robleto
Born in San Antonio, Texas, 1972","Lamb of Man / Atom and Eve / Americana Materia Medica, 2006–2007"
541,2009.1.1.C,Nasher Painting Storage Room,,,,"Dario Robleto
Born in San Antonio, Texas, 1972","Lamb of Man / Atom and Eve / Americana Materia Medica, 2006–2007"
542,2009.1.1.A,Nasher Painting Storage Room,Screen,3.0,A,"Dario Robleto
Born in San Antonio, Texas, 1972","Lamb of Man, 2006–2007"
543,2009.1.1.B,Nasher Painting Storage Room,Screen,3.0,A,"Dario Robleto
Born in San Antonio, Texas, 1972","Atom and Eve, 2006–2007"
544,2009.1.1.C,Nasher Painting Storage Room,Screen,10.0,A,"Dario Robleto
Born in San Antonio, Texas, 1972","Americana Materia Medica, 2006–2007"
545,2009.3.1,Nasher Painting Storage Room,Screen,39.0,A,,"Ode to Affirmative Action, 1989"
546,2009.4.1,Nasher Painting Storage Room,Screen,53.0,B,"Noah Davis
Born in Seattle, Washington, 1983","Black Widow with Brothers Fighting, 2008"
547,2009.9.1,Nasher Painting Storage Room,Screen,27.0,B,S. Felrath Hines,"Yellow on Yellow, c. 1968"
548,2009.9.2,Nasher Painting Storage Room,Screen,10.0,A,S. Felrath Hines,"Three Grays with Green Circle, 1975"
549,2009.9.3,Nasher Painting Storage Room,Screen,11.0,B,S. Felrath Hines,"Kellylike, 1984"
550,2009.11.1,Nasher Painting Storage Room,Screen,56.0,A,Carolee Schneemann,"Schlaget auf, 1970"
551,2009.11.2,Nasher Painting Storage Room,Screen,56.0,A,Carolee Schneemann,"Schlaget auf, 1970"
552,2009.11.3,Nasher Painting Storage Room,Screen,56.0,A,Carolee Schneemann,"Schlaget auf, 1970"
553,2009.11.4,Nasher Painting Storage Room,Screen,56.0,A,Carolee Schneemann,"Schlaget auf, 1970"
554,2009.13.1,Nasher Painting Storage Room,Screen,47.0,A,Jake Berthot,"Double Bar White, 1977–1978"
555,2009.13.2,Nasher Painting Storage Room,Screen,50.0,A,Joan Snyder,"This Ancient Tree, 1988"
556,2009.15.1,Nasher Painting Storage Room,Screen,29.0,B,William Etty,"Bathers, 19th century"
557,2009.16.1,Nasher Painting Storage Room,Screen,49.0,B,Alice Wagner,"Serie Percusión (Percussion Series), 2009"
558,2009.16.1.A,Nasher Painting Storage Room,Screen,49.0,B,Alice Wagner,"Serie Percusión (Percussion Series), 2009"
559,2009.16.1.B,Nasher Painting Storage Room,Screen,49.0,B,Alice Wagner,"Serie Percusión (Percussion Series), 2009"
560,2009.16.1.C,Nasher Painting Storage Room,Screen,49.0,B,Alice Wagner,"Serie Percusión (Percussion Series), 2009"
561,2009.16.1.D,Nasher Painting Storage Room,Screen,49.0,B,Alice Wagner,"Serie Percusión (Percussion Series), 2009"
562,2009.16.1.E,Nasher Painting Storage Room,Screen,49.0,B,Alice Wagner,"Serie Percusión (Percussion Series), 2009"
563,2010.3.1,Nasher Painting Storage Room,Screen,19.0,A,Thomas Hart Benton,"First Crop, 1944"
564,2010.3.4,Nasher Painting Storage Room,Screen,23.0,B,Charles Burchfield,"October Sunlight, 1949"
565,2010.3.5,Nasher Painting Storage Room,Screen,19.0,A,Charles Burchfield,"Row of Maples, 1916"
566,2010.3.7,Nasher Painting Storage Room,Screen,19.0,A,Giorgio de Chirico,"The Politician, 1971"
567,2010.3.8,Nasher Painting Storage Room,Screen,26.0,B,Hans Hofmann,"Untitled, 1942"
568,2010.3.9,Nasher Painting Storage Room,Screen,26.0,A,Fernand Léger,"Paysage a l'oiseau (Bird in Landscape), 1952"
569,2010.3.10,Nasher Painting Storage Room,Screen,25.0,B,Roy Lichtenstein,"Water Lilies (Pink Flower), 1992"
570,2010.3.12,Nasher Painting Storage Room,Screen,20.0,B,Reginald Marsh,"Dalí's Dream of Venus, 1939"
571,2010.3.13,Nasher Painting Storage Room,Screen,26.0,A,Edward Henry Potthast,"Beach Scene, c. 1910–1920"
572,2010.4.1,Nasher Painting Storage Room,Screen,41.0,A,Jeff Whetstone,"Johnny from the series Post-Pleistocene, 2007"
573,2010.6.1,Nasher Painting Storage Room,Screen,45.0,B,"Xaviera Simmons
Born in New York, New York, 1974","Session One: Around the Y from the project Thundersnow Road, North Carolina, 2010"
574,2010.6.2,Nasher Painting Storage Room,Screen,45.0,B,"Xaviera Simmons
Born in New York, New York, 1974","Session Three: Player from the project Thundersnow Road, North Carolina, 2010"
575,2010.6.3,Nasher Painting Storage Room,Screen,45.0,B,"Xaviera Simmons
Born in New York, New York, 1974","Session Four: Thundersnow Road from the project Thundersnow Road, North Carolina, 2010"
576,2010.6.4,Nasher Painting Storage Room,Screen,45.0,B,"Xaviera Simmons
Born in New York, New York, 1974","Session Six: Kitty Hawk from the project Thundersnow Road, North Carolina, 2010"
577,2010.10.1,Nasher Painting Storage Room,Screen,46.0,A,Rineke Dijkstra,"Tamir, Golani Brigade, Orev Unit, Elyacim, Israel, May 26, 1999, 1999"
578,2010.10.2,Nasher Painting Storage Room,Screen,43.0,A,Purvis Young,"Untitled, c. 1985–1999"
579,2010.10.3,Nasher Painting Storage Room,Screen,43.0,A,Purvis Young,"Untitled, c. 1985–1999"
580,2010.10.4,Nasher Painting Storage Room,Screen,29.0,A,Purvis Young,"Untitled, c. 1985–1999"
581,2010.10.5,Nasher Painting Storage Room,Screen,43.0,A,Purvis Young,"Untitled, c. 1985–1999"
582,2010.10.6,Nasher Painting Storage Room,Screen,43.0,B,Purvis Young,"Untitled, c. 1985–1999"
583,2010.10.7,Nasher Painting Storage Room,Screen,43.0,A,Purvis Young,"Untitled, c. 1985–1999"
584,2010.11.1,Nasher Painting Storage Room,Screen,43.0,B,"Paul Graham, British, born 1956","Man walking with blue bags, Augusta from the series American Night, 2002"
585,2010.12.1,Nasher Painting Storage Room,Screen,40.0,B,Mickalene Thomas,"Lovely Six Foota, 2007"
586,2010.13.1,Nasher Painting Storage Room,Screen,47.0,A,Alma Thomas,"Late Night Reflections, 1972"
587,2010.14.1,Nasher Painting Storage Room,Screen,40.0,A,"Lynette Yiadom-Boakye
Born in London, England, 1977","Tambourine, 2010"
588,2010.15.1,Nasher Painting Storage Room,back wall screen,,,Jeff Sonhouse,"Decompositioning, 2010"
589,2011.1.1,Nasher Painting Storage Room,Screen,11.0,B,Beverly McIver,"Love Mom, 2011"
590,2011.2.1,Nasher Painting Storage Room,Wall Screen,42.0,,"Vicente Carducho (attributed). Italian,1570 - 1638, active in Spain 1585-1638","The Virgin Contemplating Instruments of the Passion, c. 1620–1630"
591,2011.7.1,Nasher Painting Storage Room,Screen,39.0,B,,"Flux, 2011"
592,2011.10.1,Nasher Painting Storage Room,Screen,49.0,A,Kathryn Andrews,"Gift, 2011"
593,2011.11.1,Nasher Painting Storage Room,Screen,41.0,B,Pedro Lasch,"Desplazamiento de la memoria (Memory Shift) from the Black Mirror Series, 2008"
594,2011.11.1.A,Nasher Painting Storage Room,Wall Screen,34.0,,Pedro Lasch,"Desplazamiento de la memoria (Memory Shift) from the Black Mirror Series, 2008"
595,2011.11.1.B,Nasher Works On Paper Storage Room,Cabinet 1,,,Pedro Lasch,"Desplazamiento de la memoria (Memory Shift) from the Black Mirror Series, 2008"
596,2011.12.1,Nasher Painting Storage Room,Screen,36.0,B,Oleg Kudryashov,"Industrial Landscape (447), 1982"
597,2011.15.1,Nasher Painting Storage Room,,,,Ai Weiwei,"Marble Chair, 2008"
598,2011.18.1,Nasher Painting Storage Room,Screen,46.0,B,"Burk Uzzle
Born in Raleigh, North Carolina, 1938","Orange Trailer, Arizona, 2006"
599,2011.18.2,Nasher Painting Storage Room,Screen,46.0,B,"Burk Uzzle
Born in Raleigh, North Carolina, 1938","Tree with Refrigerator, Washington, 2006"
600,2011.18.3,Nasher Painting Storage Room,Screen,48.0,A,"Burk Uzzle
Born in Raleigh, North Carolina, 1938","Black Barn, North Carolina, 2007"
601,2011.19.1,Nasher Painting Storage Room,Screen,29.0,A,Fred Fang Yu Wang,"Luan Baby Phoenix, 1995"
602,2011.19.2,Nasher Painting Storage Room,Screen,29.0,A,Fred Fang Yu Wang,"Bird Cry, n.d."
603,2011.19.3,Nasher Painting Storage Room,Screen,29.0,A,Fred Fang Yu Wang,"Thunder and Rain, n.d."
604,2011.19.4,Nasher Painting Storage Room,Screen,29.0,A,Fred Fang Yu Wang,"Good Fortune, n.d."
605,2011.19.5,Nasher Painting Storage Room,Screen,29.0,A,Fred Fang Yu Wang,"Du Hu, n.d."
606,2011.21.5,Nasher Painting Storage Room,Screen,42.0,A,Bruce W. Talamon,"David Hammons, La Salle Studio, 1977"
607,2011.22.1,Nasher Painting Storage Room,Screen,47.0,A,"Vik Muniz
Born in São Paul, Brazil, 1961","Apollo and Diana, after Lucas Cranach (Pictures of Junk), 2006"
608,2011.23.1,Nasher Painting Storage Room,Screen,38.0,A,"Kerry James Marshall
Born in Birmingham, Alabama, 1955","Portrait of the Artist & a Vacuum, 1981"
609,2012.1.1,Nasher Painting Storage Room,Screen,44.0,A,"Burk Uzzle
Born in Raleigh, North Carolina, 1938","Sex Pit, Alabama, 2006 (printed 2011)"
610,2012.2.1,Nasher Painting Storage Room,Screen,42.0,B,"Anderson Johnson, American, 1915 - 1998","Untitled (Self-Portrait), c. 1984–1991"
611,2012.3.1,Nasher Painting Storage Room,Screen,44.0,A,Glenn Ligon,"Study for Negro Sunshine II #11, 2011"
612,2012.4.1.A,Nasher Painting Storage Room,,,,"Radcliffe Bailey
Born in Bridgeton, New Jersey, 1968","Levitate, 2012"
613,2012.4.1.B,Nasher Painting Storage Room,,,,"Radcliffe Bailey
Born in Bridgeton, New Jersey, 1968","Levitate, 2012"
614,2012.4.1.C,Nasher Painting Storage Room,,,,"Radcliffe Bailey
Born in Bridgeton, New Jersey, 1968","Levitate, 2012"
615,2012.4.1.D,Nasher Painting Storage Room,,,,"Radcliffe Bailey
Born in Bridgeton, New Jersey, 1968","Levitate, 2012"
616,2012.4.1.E,Nasher Painting Storage Room,,,,"Radcliffe Bailey
Born in Bridgeton, New Jersey, 1968","Levitate, 2012"
617,2012.4.1.F,Nasher Painting Storage Room,,,,"Radcliffe Bailey
Born in Bridgeton, New Jersey, 1968","Levitate, 2012"
618,2012.4.1.G,Nasher Painting Storage Room,,,,"Radcliffe Bailey
Born in Bridgeton, New Jersey, 1968","Levitate, 2012"
619,2012.5.1,Nasher Painting Storage Room,,,,"Cy Twombly, Poem by Robert Edward Duncan, Published by Nicola Cernovich, Printed by Black Mountain Graphics Workshop","The Song of the Border-Guard, 1952"
620,2012.8.1,Nasher Painting Storage Room,Screen,7.0,A,Fahamu Pecou,"Nunna My Heros: After Barkley Hendricks’ 'Icon for My Man Superman,' 1969, 2011"
621,2012.10.1.A,Nasher Painting Storage Room,,,,"Nicola Cernovich
Born in 1929 

Poem by Charles Olson
Born in Worcester, Massachusetts, 1910-1970

Printed by Black Mountain Graphics Workshop","Broadside No. 1 (containing the poem: ""This""), 1951 (distributed 1952)"
622,2012.10.1.B,Nasher Painting Storage Room,,,,"Nicola Cernovich
Born in 1929 

Poem by Charles Olson
Born in Worcester, Massachusetts, 1910-1970

Printed by Black Mountain Graphics Workshop","Broadside No. 1 (containing the poem: ""This""), 1951 (distributed 1952)"
623,2012.12.1,Nasher Painting Storage Room,Screen,50.0,A,Stacy Lynn Waddell,"Awful Conflagration of the Steam Ship Lexington (after Nathaniel Currier), 1840/2011, 2011"
624,2012.13.1,Nasher Painting Storage Room,Screen,47.0,B,"Tai Xiangzhou
Born in Yinchuan, China, 1968","Wintry Forest, 2009"
625,2012.14.1,Nasher Painting Storage Room,Screen,46.0,A,"Zanele Muholi
Born in Durban, South Africa, 1972","Katlego Mashiloane and Nosipho Lavuta, Ext. 2, Lakeside, Johannesburg, 2007"
626,2012.15.1,Nasher Painting Storage Room,Screen,52.0,B,"Burk Uzzle
Born in Raleigh, North Carolina, 1938","Acid Park, 2009"
627,2012.16.1,Nasher Painting Storage Room,Screen,13.0,B,"Pinaree Sanpitak
Born in Bangkok, Thailand, 1961","Cloud Garden, 2008"
628,2012.16.2,Nasher Painting Storage Room,Wall Screen,14.0,,"Pinaree Sanpitak
Born in Bangkok, Thailand, 1961","The Mirror, 2009"
629,2012.16.2.A,Nasher Painting Storage Room,Wall Screen,14.0,,"Pinaree Sanpitak
Born in Bangkok, Thailand, 1961","The Mirror, 2009"
630,2012.17.1,Nasher Painting Storage Room,Screen,41.0,B,,"now's the time (amauta), 2009"
631,2012.18.1,Nasher Painting Storage Room,Screen,44.0,A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012"
632,2012.18.1.A,Nasher Painting Storage Room,Screen,44.0,A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012"
633,2012.18.1.B,Nasher Painting Storage Room,Screen,44.0,A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012"
634,2012.18.1.C,Nasher Painting Storage Room,Screen,44.0,A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012"
635,2012.18.1.D,Nasher Painting Storage Room,Screen,44.0,A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012"
636,2012.18.1.E,Nasher Painting Storage Room,Screen,44.0,A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012"
637,2012.18.1.F,Nasher Painting Storage Room,Screen,44.0,A,"Mark Bradford
Born in Los Angeles, California, 1961","Untitled, 2012"
638,2012.19.1,Nasher Painting Storage Room,Screen,41.0,A,"MJ Sharp
Born in Knoxville, Tennessee, 1960","Outside Amarillo, 2006 (printed 2012)"
639,2012.20.1,Nasher Painting Storage Room,Screen,40.0,B,,"Mama, 2011"
640,2012.21.1,Nasher Painting Storage Room,,,,"Burk Uzzle
Born in Raleigh, North Carolina, 1938","Martin Luther King, 1968"
641,2012.22.1,Nasher Painting Storage Room,,,,"Irwin Kremen
Born in Chicago, Illinois, 1925","Wherever, 1967–68"
642,2013.1.1,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
643,2013.1.1.A,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
644,2013.1.1.B,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
645,2013.1.1.C,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
646,2013.1.1.D,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
647,2013.1.1.E,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
648,2013.1.1.F,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
649,2013.1.1.G,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
650,2013.1.1.H,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
651,2013.1.1.I,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
652,2013.1.1.J,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
653,2013.1.1.K,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
654,2013.1.1.L,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
655,2013.1.1.M,Nasher Painting Storage Room,Screen,40.0,B,"Wangechi Mutu
Born in Nairobi, Kenya, 1972","Family Tree, 2012"
656,2013.2.1,Nasher Painting Storage Room,Screen,46.0,A,"Mario Giacomelli
Born in Ancona, Italy, 1925-2000","Untitled (Landscape) from the series Paesaggi, 1964–1974"
